signal
-16,0.00784314
-15.875,0.0076855
-15.75,0.0085144
-15.625,0.00727335
-15.5,0.00878731
-15.375,0.00908505
-15.25,0.00717482
-15.125,0.0118008
-15,0.00784314
-14.875,0.0116301
-14.75,0.0149731
-14.625,0.00698131
-14.5,0.0235219
-14.375,0.0170153
-14.25,0.029651
-14.125,0.0851703
-14,0.173902
-13.875,0.0821011
-13.75,0.0276415
-13.625,0.0155351
-13.5,0.0203152
-13.375,0.00730998
-13.25,0.0122166
-13.125,0.00965416
-13,0.00784314
-12.875,0.00844647
-12.75,0.00790569
-12.625,0.0072698
-12.5,0.0069015
-12.375,0.0087142
-12.25,0.00506818
-12.125,0.0090123
-12,0.00784314
-11.875,0.00584131
-11.75,0.0114848
-11.625,0.00445913
-11.5,0.0111921
-11.375,0.0117219
-11.25,0.0053064
-11.125,0.017467
-11,0.00784314
-10.875,0.0166406
-10.75,0.0229884
-10.625,0.00501303
-10.5,0.0382503
-10.375,0.0267827
-10.25,0.0495474
-10.125,0.147237
-10,0.171802
-9.875,0.147958
-9.75,0.0500264
-9.625,0.0271527
-9.5,0.039004
-9.375,0.00481506
-9.25,0.023654
-9.125,0.0171561
-9,0.00784314
-8.875,0.0182545
-8.75,0.00485721
-8.625,0.0122352
-8.5,0.0117268
-8.375,0.00321593
-8.25,0.0123
-8.125,0.00499442
-8,0.00784314
-7.875,0.00956841
-7.75,0.00103904
-7.625,0.00946645
-7.5,0.0052659
-7.375,0.00548855
-7.25,0.00849467
-7.125,0.0016282
-7,0.00784314
-6.875,0.00587616
-6.75,0.00481785
-6.625,0.00795077
-6.5,0.00598788
-6.375,0.00800887
-6.25,0.0105521
-6.125,0.0276699
-6,0.12961
-5.875,0.0312774
-5.75,0.012611
-5.625,0.00917056
-5.5,0.00969952
-5.375,0.00782745
-5.25,0.00736586
-5.125,0.00720763
-5,0.00784314
-4.875,0.00554823
-4.75,0.00822156
-4.625,0.00651317
-4.5,0.00632334
-4.375,0.00894829
-4.25,0.0045242
-4.125,0.00907622
-4,0.00784314
-3.875,0.00593946
-3.75,0.0112554
-3.625,0.00490088
-3.5,0.0108451
-3.375,0.0112683
-3.25,0.00576646
-3.125,0.0162646
-3,0.00784314
-2.875,0.0153511
-2.75,0.0208201
-2.625,0.0057414
-2.5,0.0338298
-2.375,0.0236658
-2.25,0.0430109
-2.125,0.126161
-2,127.245
-1.875,0.124109
-1.75,0.041651
-1.625,0.022625
-1.5,0.0316842
-1.375,0.00613685
-1.25,0.0189349
-1.125,0.013914
-1,0.00784314
-0.875,0.0140221
-0.75,0.00665386
-0.625,0.00986339
-0.5,0.00938243
-0.375,0.00685961
-0.25,0.00893725
-0.125,0.00757837
0,0.00784314
0.125,0.00757837
0.25,0.00893725
0.375,0.00685961
0.5,0.00938243
0.625,0.00986339
0.75,0.00665386
0.875,0.0140221
1,0.00784314
1.125,0.013914
1.25,0.0189349
1.375,0.00613685
1.5,0.0316842
1.625,0.022625
1.75,0.041651
1.875,0.124109
2,127.245
2.125,0.126161
2.25,0.0430109
2.375,0.0236658
2.5,0.0338298
2.625,0.0057414
2.75,0.0208201
2.875,0.0153511
3,0.00784314
3.125,0.0162646
3.25,0.00576646
3.375,0.0112683
3.5,0.0108451
3.625,0.00490088
3.75,0.0112554
3.875,0.00593946
4,0.00784314
4.125,0.00907622
4.25,0.0045242
4.375,0.00894829
4.5,0.00632334
4.625,0.00651317
4.75,0.00822156
4.875,0.00554823
5,0.00784314
5.125,0.00720763
5.25,0.00736586
5.375,0.00782745
5.5,0.00969952
5.625,0.00917056
5.75,0.012611
5.875,0.0312774
6,0.12961
6.125,0.0276699
6.25,0.0105521
6.375,0.00800887
6.5,0.00598788
6.625,0.00795077
6.75,0.00481785
6.875,0.00587616
7,0.00784314
7.125,0.0016282
7.25,0.00849467
7.375,0.00548855
7.5,0.0052659
7.625,0.00946645
7.75,0.00103904
7.875,0.00956841
8,0.00784314
8.125,0.00499442
8.25,0.0123
8.375,0.00321593
8.5,0.0117268
8.625,0.0122352
8.75,0.00485721
8.875,0.0182545
9,0.00784314
9.125,0.0171561
9.25,0.023654
9.375,0.00481506
9.5,0.039004
9.625,0.0271527
9.75,0.0500264
9.875,0.147958
10,0.171802
10.125,0.147237
10.25,0.0495474
10.375,0.0267827
10.5,0.0382503
10.625,0.00501303
10.75,0.0229884
10.875,0.0166406
11,0.00784314
11.125,0.017467
11.25,0.0053064
11.375,0.0117219
11.5,0.0111921
11.625,0.00445913
11.75,0.0114848
11.875,0.00584131
12,0.00784314
12.125,0.0090123
12.25,0.00506818
12.375,0.0087142
12.5,0.0069015
12.625,0.0072698
12.75,0.00790569
12.875,0.00844647
13,0.00784314
13.125,0.00965416
13.25,0.0122166
13.375,0.00730998
13.5,0.0203152
13.625,0.0155351
13.75,0.0276415
13.875,0.0821011
14,0.173902
14.125,0.0851703
14.25,0.029651
14.375,0.0170153
14.5,0.0235219
14.625,0.00698131
14.75,0.0149731
14.875,0.0116301
15,0.00784314
15.125,0.0118008
15.25,0.00717482
15.375,0.00908505
15.5,0.00878731
15.625,0.00727335
15.75,0.0085144
15.875,0.0076855
